fecha;humedad_rela;temp_min;temp_max;temp_ambiente;evaporacion;precipitacion;viento_km
16/12/2012;79.00;29.60;20.80;24.70;3.00;0.00;17.4
17/12/2012;75.00;35.40;20.00;24.60;8.00;0.00;26.5
18/12/2012;71.00;34.30;20.80;24.40;9.00;0.00;27.9
19/12/2012;73.00;33.20;21.40;26.40;7.00;0.00;22.3
20/12/2012;78.00;32.40;20.70;24.80;5.00;0.00;24.2
21/12/2012;76.00;31.90;21.00;25.80;3.50;0.00;25.5
22/12/2012;78.00;33.40;21.90;25.40;6.00;0.00;27.5
23/12/2012;78.00;29.70;23.00;24.70;3.30;0.00;18.5
24/12/2012;69.00;33.10;23.20;26.60;5.00;0.00;21.8
25/12/2012;76.00;33.80;22.40;26.60;6.50;0.00;31.3
26/12/2012;75.00;33.00;22.20;26.60;5.00;0.00;23.4
27/12/2012;72.00;32.60;21.60;26.50;6.00;0.00;24.6
28/12/2012;69.00;33.80;22.90;27.10;7.50;0.00;28.1
29/12/2012;74.00;33.20;21.60;26.50;6.50;11.90;33.2
30/12/2012;82.00;27.60;21.20;24.30;1.80;0.10;10.6
31/12/2012;80.00;31.00;22.80;25.70;1.00;23.30;16.8
1/1/2013;80.00;31.40;21.00;25.70;2.50;2.50;17.6
2/1/2013;87.00;26.40;22.80;24.30;0.30;1.60;11.5
3/1/2013;82.00;32.60;23.00;26.40;6.00;4.80;19.5
4/1/2013;78.00;32.30;22.80;27.10;6.00;0.00;21.2
5/1/2013;77.00;28.90;24.00;25.90;3.00;5.70;12.2
6/1/2013;85.00;27.80;23.00;25.00;0.50;18.10;18.3
7/1/2013;87.00;27.20;22.60;24.80;1.20;0.10;8.4
8/1/2013;84.00;30.00;23.50;25.40;1.50;1.90;12.2
9/1/2013;84.00;29.00;23.00;25.00;0.20;7.50;12.6
10/1/2013;81.00;29.00;22.60;25.20;2.00;0.60;10.2
11/1/2013;79.00;31.10;22.80;26.60;4.50;22.00;14.8
12/1/2013;86.00;27.70;23.00;24.40;0.20;52.00;17.9
13/1/2013;82.00;29.80;22.20;25.00;1.30;1.70;17.3
14/1/2013;86.00;26.90;22.60;24.10;0.50;15.80;15
15/1/2013;84.00;28.20;22.70;24.70;1.00;2.00;14.6
16/1/2013;82.00;30.10;22.80;25.40;2.90;0.90;14.5
17/1/2013;83.00;28.70;22.90;25.20;2.00;2.30;14.3
18/1/2013;80.00;30.30;23.10;25.50;2.00;7.70;24
19/1/2013;81.00;30.70;22.90;25.30;1.50;4.40;14.6
20/1/2013;79.00;30.50;23.80;26.00;3.00;1.30;14.6
21/1/2013;83.00;29.80;23.20;25.20;0.80;7.30;16.7
22/1/2013;83.00;29.40;22.90;25.20;0.30;3.50;18.1
23/1/2013;87.00;26.40;24.20;24.50;0.00;8.50;16.2
24/1/2013;93.00;26.70;23.00;24.50;0.00;3.50;8.2
25/1/2013;84.00;30.40;23.40;26.40;0.60;1.40;13.4
26/1/2013;88.00;29.40;24.00;26.00;0.30;16.00;15.2
27/1/2013;87.00;29.20;22.60;25.80;2.10;2.70;18
28/1/2013;90.00;29.20;23.00;25.50;0.30;1.70;14.4
29/1/2013;86.00;30.20;23.60;26.40;2.50;1.90;16.4
30/1/2013;81.00;30.50;24.00;26.20;2.00;49.70;20.7
31/1/2013;81.00;30.80;23.20;25.80;2.00;18.50;16
1/2/2013;90.00;28.70;22.90;25.20;3.00;24.70;16.5
2/2/2013;87.00;29.00;20.80;24.50;2.00;3.30;13.2
3/2/2013;87.00;29.20;22.30;24.90;0.40;11.50;15.3
4/2/2013;86.00;27.50;22.80;24.40;0.50;15.40;10.8
5/2/2013;83.00;29.50;22.60;25.20;0.00;14.90;8.8
6/2/2013;88.00;30.80;22.40;26.20;5.00;0.30;15.3
7/2/2013;88.00;30.40;22.60;25.60;5.00;0.00;11
8/2/2013;85.00;30.50;23.30;26.70;2.00;1.20;16.6
9/2/2013;87.00;28.10;22.60;25.20;1.60;0.00;10
10/2/2013;80.00;32.60;22.40;26.90;4.50;0.00;14.6
11/2/2013;86.00;32.80;23.60;27.00;4.50;0.00;18
12/2/2013;83.00;31.20;22.30;26.20;5.10;0.00;18.7
13/2/2013;88.00;32.40;21.20;25.50;5.50;0.50;24.7
14/2/2013;88.00;30.10;21.00;25.20;4.00;0.00;12.3
15/2/2013;85.00;33.80;21.20;25.00;4.00;0.00;21.4
16/2/2013;87.00;30.60;22.80;26.00;4.00;9.20;17.7
17/2/2013;80.00;30.60;23.00;24.90;0.50;30.90;12.7
18/2/2013;85.00;31.70;22.60;25.90;7.00;1.20;18.5
19/2/2013;84.00;31.40;23.80;26.00;6.00;0.10;16.7
20/2/2013;83.00;28.20;21.80;24.80;2.10;0.00;12.8
21/2/2013;80.00;32.80;22.70;27.00;6.50;1.00;19.5
22/2/2013;81.00;32.20;23.40;27.10;3.00;5.40;31.6
23/2/2013;83.00;33.40;23.20;26.20;2.00;4.30;22.7
24/2/2013;85.00;31.30;22.00;26.20;5.00;0.00;14.9
25/2/2013;90.00;32.20;23.40;26.00;3.90;0.80;25.5
26/2/2013;78.00;32.10;23.90;27.40;2.00;5.10;20.2
27/2/2013;86.00;31.80;24.00;25.80;5.00;31.20;19.6
28/2/2013;85.00;30.00;23.20;25.70;1.00;2.80;15.8
1/3/2013;78.00;31.80;23.30;26.80;4.00;3.50;17.4
2/3/2013;82.00;30.40;23.40;26.00;3.00;10.30;29.1
3/3/2013;88.00;31.00;24.00;25.50;0.00;82.50;22.2
4/3/2013;84.00;30.10;23.20;25.60;0.00;71.00;16.5
5/3/2013;85.00;31.00;23.00;25.70;1.00;7.00;19.6
6/3/2013;78.00;32.00;23.80;26.80;2.00;8.10;23
7/3/2013;82.00;32.40;23.60;25.60;3.00;6.90;25.1
8/3/2013;84.00;31.50;23.10;25.60;5.00;0.00;19.5
9/3/2013;79.00;30.10;23.80;26.40;4.50;0.10;15
10/3/2013;78.00;31.60;24.60;27.10;5.00;1.10;21.3
11/3/2013;87.00;29.60;23.80;26.60;2.00;10.00;16.2
12/3/2013;89.00;32.40;24.20;26.00;4.00;11.70;17.3
13/3/2013;81.00;30.80;23.60;26.70;4.50;8.30;21.6
14/3/2013;87.00;31.60;23.40;25.80;1.00;3.90;17.2
15/3/2013;84.00;32.00;23.60;26.30;1.00;65.80;25.7
16/3/2013;88.00;28.00;23.20;25.10;2.00;2.50;14.5
17/3/2013;79.00;31.00;23.10;26.40;3.00;0.30;19.4
18/3/2013;81.00;30.00;23.90;26.50;3.00;0.00;13.7
19/3/2013;77.00;31.00;24.00;27.10;2.30;2.00;23
20/3/2013;83.00;30.20;22.60;25.90;3.50;0.00;15.2
21/3/2013;79.00;31.80;23.10;26.50;6.00;0.00;20.6
22/3/2013;80.00;32.40;22.80;26.60;5.00;0.00;23.1
23/3/2013;85.00;28.80;23.00;26.00;1.50;5.60;10.1
24/3/2013;77.00;31.40;23.00;26.90;1.50;2.10;16.1
25/3/2013;83.00;32.90;23.60;26.60;4.80;1.70;22.9
26/3/2013;86.00;28.80;23.40;25.60;2.50;0.60;10.7
27/3/2013;81.00;32.50;23.20;26.60;5.00;7.10;24.3
28/3/2013;81.00;32.70;23.00;26.60;1.50;23.20;17
29/3/2013;88.00;28.50;24.30;25.40;1.00;12.30;15.5
30/3/2013;88.00;30.90;23.80;25.80;1.50;24.50;17.7
31/3/2013;80.00;30.60;23.00;26.40;5.00;0.00;15.5
1/4/2013;83.00;31.30;23.10;26.40;3.50;0.10;14.7
2/4/2013;83.00;31.80;23.40;26.50;5.00;0.00;16.3
3/4/2013;84.00;31.60;22.60;26.70;7.00;19.20;29.8
4/4/2013;80.00;31.80;22.00;26.60;5.00;16.20;21.5
5/4/2013;88.00;31.70;22.40;25.30;5.00;0.20;16.5
6/4/2013;85.00;31.00;22.90;25.80;3.00;0.00;15.7
7/4/2013;85.00;29.90;23.00;25.90;3.00;2.50;13.1
8/4/2013;88.00;29.70;23.60;26.40;1.00;21.40;15.9
9/4/2013;81.00;31.50;23.00;26.50;3.00;1.70;19
10/4/2013;87.00;31.80;23.20;26.70;2.00;9.70;14.9
11/4/2013;84.00;32.00;23.50;26.60;5.50;0.10;11.6
12/4/2013;84.00;32.30;23.60;25.30;4.00;7.20;18.7
13/4/2013;89.00;26.20;22.80;25.80;1.00;1.90;7.5
14/4/2013;82.00;33.30;23.00;25.90;5.00;2.10;23.8
15/4/2013;87.00;32.50;22.80;25.90;6.00;0.00;20.8
16/4/2013;84.00;31.60;23.30;26.50;3.50;0.20;19
17/4/2013;83.00;31.20;20.80;26.80;1.00;6.20;18.8
18/4/2013;83.00;29.80;22.80;25.50;2.00;0.00;14
19/4/2013;85.00;32.50;23.60;26.30;5.00;21.10;23
20/4/2013;84.00;30.60;22.80;25.70;2.50;0.00;10
21/4/2013;85.00;32.10;23.40;26.30;6.00;0.10;12.3
22/4/2013;86.00;30.10;23.20;25.50;3.00;0.00;15.1
23/4/2013;83.00;30.00;22.40;25.00;3.00;0.10;19.9
24/4/2013;85.00;28.90;22.20;25.30;2.00;0.00;15
25/4/2013;86.00;28.70;22.80;25.30;2.50;0.20;22.5
26/4/2013;86.00;32.30;22.00;24.80;4.00;0.20;11.3
27/4/2013;87.00;31.00;22.20;25.70;4.50;0.00;12.3
28/4/2013;86.00;29.70;22.90;25.90;1.00;1.00;10.7
29/4/2013;83.00;31.80;21.70;26.30;4.50;0.00;20.5
30/4/2013;84.00;28.00;21.80;24.70;3.00;0.00;12.2
1/5/2013;87.00;30.10;21.70;24.90;3.00;0.40;15
2/5/2013;87.00;31.40;21.60;26.00;6.00;0.00;20.5
3/5/2013;88.00;30.30;21.80;25.30;4.00;0.10;20.9
4/5/2013;90.00;26.50;22.20;24.00;1.00;5.40;12.7
5/5/2013;90.00;25.80;21.40;23.60;1.00;0.40;10.9
6/5/2013;87.00;32.60;22.90;26.10;2.10;0.10;23.3
7/5/2013;87.00;30.90;22.20;25.20;4.00;0.00;27.6
8/5/2013;90.00;29.00;21.90;24.50;0.50;2.10;13.9
9/5/2013;87.00;28.40;21.30;25.10;3.00;0.30;10.3
10/5/2013;84.00;29.00;21.60;24.80;1.00;1.60;10.2
11/5/2013;87.00;28.90;22.60;24.70;4.00;0.20;11.8
12/5/2013;86.00;28.20;21.20;25.20;2.50;0.00;11.5
13/5/2013;85.00;31.60;21.40;26.20;4.30;0.00;22.8
14/5/2013;81.00;30.60;22.00;25.80;4.00;0.00;20.2
15/5/2013;87.00;30.20;22.60;25.00;2.50;0.50;14.9
16/5/2013;87.00;30.60;22.00;24.80;2.50;0.30;17.1
17/5/2013;82.00;30.40;21.20;25.70;2.20;0.00;14.3
18/5/2013;83.00;31.90;22.60;26.40;5.00;0.00;17.5
19/5/2013;84.00;31.80;20.60;25.30;6.50;0.00;23.5
20/5/2013;89.00;27.80;22.00;24.20;1.80;0.00;19.2
21/5/2013;92.00;29.40;21.00;23.50;1.50;0.80;16.5
22/5/2013;95.00;24.80;21.40;23.30;0.30;0.30;13.9
23/5/2013;87.00;29.60;21.40;24.40;4.50;0.00;16.2
24/5/2013;82.00;31.70;21.20;25.70;5.30;0.20;38.1
25/5/2013;85.00;29.70;21.40;24.90;4.00;0.30;20
26/5/2013;88.00;27.50;22.00;24.60;2.00;0.00;15.4
27/5/2013;90.00;27.50;22.20;25.00;2.00;0.00;16.6
28/5/2013;86.00;28.00;22.40;25.00;2.00;1.00;12.8
29/5/2013;88.00;29.50;22.40;25.20;2.00;0.60;23.9
30/5/2013;92.00;25.00;21.60;23.90;1.50;1.30;14.1
31/5/2013;85.00;28.80;21.20;25.20;2.30;0.10;13.5
1/6/2013;86.00;30.40;21.80;25.30;4.00;0.00;21.2
2/6/2013;81.00;29.40;22.40;25.90;2.00;0.00;20.4
3/6/2013;86.00;27.60;22.60;25.00;1.10;0.20;19.5
4/6/2013;93.00;25.00;21.90;23.50;0.00;1.90;11.4
5/6/2013;86.00;30.00;21.60;25.50;6.50;0.00;13.7
6/6/2013;82.00;30.00;20.30;25.20;3.50;0.00;19.3
7/6/2013;83.00;29.50;22.20;25.90;3.50;0.40;12.8
8/6/2013;85.00;28.60;22.00;25.40;3.50;0.00;17.3
9/6/2013;81.00;31.80;21.60;25.80;6.50;0.00;22
10/6/2013;83.00;30.30;22.20;25.70;3.30;0.00;22
11/6/2013;85.00;27.60;21.80;24.90;2.00;0.00;15.2
12/6/2013;84.00;28.60;21.60;25.70;3.00;0.00;12.5
13/6/2013;82.00;29.70;22.60;25.80;2.80;0.00;17.7
14/6/2013;84.00;27.80;21.80;25.10;2.80;0.00;15.5
15/6/2013;79.00;29.80;21.20;26.00;5.00;0.00;21.2
16/6/2013;86.00;27.80;21.90;24.70;1.40;0.30;12.4
17/6/2013;85.00;27.50;22.00;24.80;2.00;0.00;14.9
18/6/2013;83.00;28.80;21.80;24.90;3.30;0.00;17.9
19/6/2013;81.00;31.80;20.80;25.50;6.00;0.00;26.9
20/6/2013;84.00;26.80;20.60;24.40;3.50;0.00;25.5
21/6/2013;84.00;27.20;21.40;24.30;4.00;0.00;29.6
22/6/2013;83.00;29.90;20.60;24.70;3.50;0.00;17.8
23/6/2013;83.00;30.40;20.20;25.20;5.50;0.00;23.7
24/6/2013;87.00;30.70;20.80;24.60;4.50;0.00;36
25/6/2013;82.00;26.80;21.40;24.40;1.30;0.00;16.8
26/6/2013;83.00;30.00;21.20;25.30;3.00;0.00;20.2
27/6/2013;90.00;29.40;21.60;24.50;3.00;0.00;32.2
28/6/2013;81.00;31.40;20.80;24.90;6.00;0.00;32.3
29/6/2013;93.00;27.40;21.20;23.50;2.50;0.00;31.8
30/6/2013;86.00;26.00;20.40;23.80;2.50;0.50;18.5
1/7/2013;93.00;25.40;20.50;22.70;1.60;0.40;21.1
2/7/2013;88.00;28.40;21.00;24.00;3.00;0.00;28.4
3/7/2013;87.00;29.20;21.00;23.90;3.10;0.00;21.4
4/7/2013;92.00;28.00;20.00;24.00;4.50;0.00;24.4
5/7/2013;85.00;28.80;21.40;25.30;10.80;0.00;24.1
6/7/2013;91.00;28.10;21.80;23.90;3.00;0.00;19.7
7/7/2013;85.00;28.70;20.80;24.60;3.00;0.00;17.7
8/7/2013;85.00;31.40;20.20;25.30;5.50;0.00;29
9/7/2013;82.00;31.60;20.00;25.60;6.00;0.20;31.5
10/7/2013;79.00;26.50;20.20;24.00;3.50;0.00;17.9
11/7/2013;85.00;28.60;21.20;24.80;5.00;0.00;26.4
12/7/2013;90.00;28.40;20.80;24.20;4.00;0.00;28.5
13/7/2013;88.00;28.60;20.60;24.30;4.00;0.00;19.9
14/7/2013;86.00;30.00;20.80;24.90;3.50;0.00;22.1
15/7/2013;86.00;29.60;20.20;24.50;5.50;0.00;21.9
16/7/2013;88.00;27.40;21.60;24.40;3.50;0.00;17.7
17/7/2013;89.00;30.60;20.20;24.00;5.00;0.00;20.3
18/7/2013;82.00;32.20;21.00;25.50;5.80;0.00;27.4
19/7/2013;87.00;26.70;20.70;24.40;1.30;0.00;13.8
20/7/2013;87.00;31.40;19.80;24.80;5.50;0.00;23.5
21/7/2013;90.00;26.20;20.00;23.80;5.00;0.00;28.6
22/7/2013;88.00;27.60;20.40;23.70;1.50;0.00;21.1
23/7/2013;91.00;25.80;20.00;23.00;2.00;0.00;15.8
24/7/2013;86.00;29.40;20.60;24.20;2.30;0.00;16.7
25/7/2013;86.00;29.00;21.00;24.90;3.50;0.00;17.9
26/7/2013;85.00;32.80;21.10;25.50;6.30;0.00;23
27/7/2013;89.00;28.00;21.00;23.70;5.00;0.00;34.1
28/7/2013;90.00;26.80;20.20;23.90;2.60;0.00;19.4
29/7/2013;87.00;31.00;20.60;24.70;6.00;0.00;36.9
30/7/2013;84.00;27.20;21.00;23.90;3.60;0.00;18.7
31/7/2013;80.00;30.20;20.00;25.30;4.50;0.00;32.1
1/8/2013;88.00;31.00;20.70;24.30;5.80;0.00;31.4
2/8/2013;86.00;26.80;20.60;23.90;3.50;0.00;18.2
3/8/2013;83.00;32.50;20.70;25.30;6.50;0.00;32.7
4/8/2013;87.00;29.10;20.80;23.90;2.50;0.10;21.1
5/8/2013;84.00;26.80;19.70;23.80;1.30;0.00;16.1
6/8/2013;86.00;28.80;21.00;23.80;2.50;0.00;19.1
7/8/2013;85.00;31.00;21.00;24.70;5.00;0.00;26.7
8/8/2013;87.00;28.60;21.60;24.10;4.30;0.00;22.7
9/8/2013;82.00;29.60;21.20;25.10;4.50;0.00;31.5
10/8/2013;84.00;25.40;21.10;24.10;2.60;0.00;14.5
11/8/2013;83.00;30.90;21.00;24.40;2.80;0.00;26.3
12/8/2013;83.00;28.40;21.10;24.90;3.00;0.00;23.5
13/8/2013;86.00;24.40;21.00;23.40;1.60;0.20;17.2
14/8/2013;91.00;26.70;20.20;23.20;2.20;0.00;12.3
15/8/2013;86.00;29.80;20.00;24.10;4.20;0.00;15.5
16/8/2013;85.00;30.80;20.40;24.20;4.50;0.00;20.1
17/8/2013;87.00;30.60;20.60;24.80;5.80;0.00;20.8
18/8/2013;78.00;32.80;20.80;25.40;6.00;0.00;23.1
19/8/2013;80.00;34.20;20.40;25.70;8.00;0.00;25
20/8/2013;87.00;29.20;22.00;24.50;5.50;0.00;29.3
21/8/2013;81.00;27.90;20.00;24.00;3.00;0.00;15.9
22/8/2013;84.00;29.00;21.00;24.50;3.50;0.00;36.3
23/8/2013;86.00;29.40;20.20;24.20;5.00;0.00;14.2
24/8/2013;83.00;33.20;17.80;24.90;7.00;0.00;30.1
25/8/2013;86.00;30.20;21.50;25.10;5.10;0.00;39.6
26/8/2013;85.00;30.80;20.20;24.30;5.50;0.20;31.2
27/8/2013;90.00;24.60;19.60;22.40;2.70;0.00;17.4
28/8/2013;87.00;29.70;19.80;24.10;5.00;0.00;26.2
29/8/2013;80.00;29.40;21.00;25.50;4.60;0.00;29.5
30/8/2013;81.00;31.60;20.80;24.90;4.70;0.00;21
31/8/2013;87.00;32.20;19.40;24.40;4.50;0.00;31.5
1/9/2013;82.00;29.60;20.40;24.30;2.50;0.00;23.4
2/9/2013;83.00;31.10;19.60;24.50;6.00;0.00;28.3
3/9/2013;82.00;26.40;21.40;23.90;2.50;0.00;10.4
4/9/2013;84.00;30.80;19.20;24.40;4.50;0.00;17
5/9/2013;83.00;30.00;19.60;24.60;5.30;0.00;31.8
6/9/2013;82.00;31.00;20.60;24.60;5.50;0.00;33.7
7/9/2013;87.00;27.20;21.10;24.30;3.00;0.00;18.1
8/9/2013;83.00;32.10;20.40;25.90;6.50;0.00;28
9/9/2013;83.00;30.20;21.60;25.60;4.00;0.00;20.5
10/9/2013;82.00;30.80;21.40;25.40;6.00;0.00;28.5
11/9/2013;81.00;31.80;21.00;25.30;5.00;0.00;23.9
12/9/2013;85.00;31.00;20.80;24.60;6.00;0.00;33.8
13/9/2013;85.00;28.20;21.00;24.00;3.70;0.00;21.9
14/9/2013;79.00;31.00;20.80;24.60;5.00;0.00;20.5
15/9/2013;87.00;32.40;21.20;25.30;7.00;0.00;34.8
16/9/2013;85.00;31.70;21.00;24.70;4.50;0.00;31.1
17/9/2013;79.00;33.30;20.10;25.00;7.50;0.00;33.8
18/9/2013;82.00;30.80;20.60;25.30;6.20;0.00;30
19/9/2013;81.00;28.70;21.00;24.60;4.50;0.00;19.9
20/9/2013;82.00;31.00;22.40;26.10;5.50;0.00;19.7
21/9/2013;78.00;33.10;22.80;26.50;5.50;0.00;25.5
22/9/2013;85.00;30.60;20.60;25.30;7.00;0.00;34.9
23/9/2013;82.00;31.30;21.20;25.10;5.50;0.00;28.5
24/9/2013;83.00;31.80;22.60;25.60;7.00;0.00;31.2
25/9/2013;84.00;30.20;22.40;25.00;5.00;0.00;18.5
26/9/2013;85.00;33.00;20.00;25.50;6.00;0.00;27.2
27/9/2013;79.00;31.80;21.40;26.10;6.00;0.00;39.7
28/9/2013;84.00;32.20;21.80;25.60;6.00;0.00;37.7
29/9/2013;85.00;28.60;22.00;25.10;2.50;0.00;25.2
30/9/2013;88.00;29.90;20.70;24.90;2.50;0.00;22.5
1/10/2013;85.00;27.60;22.00;24.50;4.50;0.00;23.8
2/10/2013;87.00;27.80;21.20;24.10;3.50;0.00;17
3/10/2013;86.00;30.40;20.00;25.60;9.20;0.00;46.9
4/10/2013;87.00;28.40;19.80;23.20;2.30;0.00;22.7
5/10/2013;82.00;30.20;20.60;25.30;4.00;0.00;31.6
6/10/2013;82.00;34.60;20.40;25.60;12.00;0.00;29
7/10/2013;81.00;31.90;21.00;25.80;5.50;0.00;46.6
8/10/2013;83.00;32.40;20.10;24.80;5.00;0.00;23
9/10/2013;81.00;32.60;21.00;25.60;5.50;0.00;28.2
10/10/2013;81.00;32.50;20.80;26.20;6.00;0.00;40.3
11/10/2013;81.00;24.80;21.60;25.60;6.50;0.00;47.9
12/10/2013;86.00;28.60;20.40;23.10;1.80;0.50;17.3
13/10/2013;85.00;26.00;20.10;24.20;2.00;0.00;14
14/10/2013;87.00;26.00;19.60;23.80;5.50;2.70;19.4
15/10/2013;91.00;26.80;20.20;23.90;5.00;0.30;19.1
16/10/2013;91.00;25.60;21.60;23.20;5.50;0.00;26.7
17/10/2013;85.00;26.80;21.00;24.70;6.00;0.00;32.4
18/10/2013;87.00;26.80;21.40;24.10;6.50;0.00;21.4
19/10/2013;86.00;29.60;21.50;25.00;1.80;0.00;20
20/10/2013;84.00;27.20;20.60;24.60;2.00;0.00;17.4
21/10/2013;87.00;28.20;21.20;24.90;3.00;0.00;19.7
22/10/2013;88.00;29.50;20.00;24.70;1.80;0.00;31.7
23/10/2013;87.00;27.70;21.00;24.40;3.50;0.00;20.5
24/10/2013;82.00;32.70;21.80;26.00;7.00;0.00;30.5
25/10/2013;85.00;30.20;21.90;25.40;4.00;0.00;24
26/10/2013;88.00;29.20;22.10;24.90;4.50;0.00;26
27/10/2013;82.00;31.50;22.40;25.60;6.00;0.50;27.5
28/10/2013;83.00;30.00;21.80;26.00;4.50;0.00;25.5
29/10/2013;82.00;31.00;22.40;25.80;5.00;0.20;21
30/10/2013;85.00;31.20;20.60;25.60;3.50;0.10;40.4
31/10/2013;84.00;29.30;21.20;24.80;3.50;0.00;20.4
1/11/2013;86.00;30.00;21.60;25.20;3.50;0.00;19.5
2/11/2013;85.00;32.40;22.00;25.80;5.50;0.00;20.5
3/11/2013;85.00;32.60;21.80;25.60;8.00;0.00;19.7
4/11/2013;86.00;27.70;22.60;24.50;2.00;0.80;16.3
5/11/2013;86.00;27.40;21.00;24.30;2.00;0.30;10.8
6/11/2013;80.00;30.90;21.60;25.90;3.50;0.00;18
7/11/2013;85.00;30.40;20.10;25.10;6.00;0.00;16
8/11/2013;80.00;31.90;20.00;25.60;5.50;0.00;27.1
9/11/2013;88.00;30.00;22.00;24.70;5.00;0.00;18.8
10/11/2013;79.00;29.80;21.40;25.40;4.00;0.00;17.8
11/11/2013;82.00;30.40;22.40;25.30;2.50;0.00;16.5
12/11/2013;82.00;32.40;19.60;25.70;6.00;0.00;22.9
13/11/2013;85.00;27.50;20.80;24.30;2.50;0.00;11.1
14/11/2013;82.00;31.20;21.20;25.60;6.00;0.00;12
15/11/2013;79.00;31.30;21.00;26.00;4.00;0.00;22.5
16/11/2013;84.00;31.90;21.20;24.70;3.50;0.00;21.5
17/11/2013;77.00;31.50;22.00;26.60;3.50;0.00;14
18/11/2013;80.00;31.00;20.70;25.70;4.00;0.00;32.4
19/11/2013;84.00;30.50;22.20;25.40;4.00;0.00;21.5
20/11/2013;79.00;30.40;21.80;26.60;2.30;0.00;14.2
21/11/2013;90.00;31.30;20.20;24.20;3.00;0.00;23.9
22/11/2013;84.00;32.20;21.80;25.30;3.70;0.00;20.3
23/11/2013;83.00;30.10;22.20;25.70;4.50;0.00;32.1
24/11/2013;84.00;29.10;21.90;25.20;2.90;0.00;28.2
25/11/2013;83.00;30.60;21.70;25.90;4.00;0.00;18.8
26/11/2013;87.00;26.40;19.80;24.40;2.00;0.00;12
27/11/2013;84.00;34.20;19.80;26.30;6.50;0.00;28.8
28/11/2013;82.00;30.20;19.90;25.40;1.80;0.00;22.1
29/11/2013;81.00;33.40;18.00;25.50;7.60;0.00;35
30/11/2013;90.00;27.40;20.80;24.00;4.50;0.00;16.1
1/12/2013;86.00;30.20;18.80;24.30;4.50;0.00;19.3
2/12/2013;83.00;34.00;20.40;26.30;7.00;0.00;29
3/12/2013;89.00;26.60;19.00;23.90;2.50;0.00;21
4/12/2013;86.00;30.50;20.20;25.70;2.60;0.20;18.7
5/12/2013;0.00;0.00;21.40;0.00;0.00;0.00;13
6/12/2013;0.00;0.00;0.00;0.00;2.30;0.00;37.1
7/12/2013;84.00;29.00;21.20;24.90;3.30;0.00;17.9
8/12/2013;84.00;31.90;20.10;24.90;4.10;0.20;21.9
9/12/2013;80.00;30.90;20.20;25.40;4.90;0.30;24
10/12/2013;78.00;32.80;20.30;25.60;8.00;0.00;20.7
11/12/2013;75.00;32.40;20.70;26.40;4.00;0.00;24.9
12/12/2013;77.00;32.20;21.90;25.70;3.20;0.00;19.3
13/12/2013;71.00;33.60;20.00;26.90;8.20;0.00;29.8
14/12/2013;82.00;30.70;20.00;24.70;5.80;0.00;27.9
15/12/2013;73.00;34.20;21.00;26.90;4.00;18.00;26.8
16/12/2013;88.00;29.10;20.10;24.00;2.80;0.80;14.6
17/12/2013;78.00;32.60;22.00;26.30;4.90;0.80;33
18/12/2013;78.00;32.20;21.00;26.10;4.70;0.00;33.7
19/12/2013;77.00;31.40;22.50;26.10;4.90;0.00;26.5
20/12/2013;83.00;27.80;22.50;24.80;2.00;0.00;13.8
21/12/2013;80.00;33.00;20.30;26.50;5.40;0.00;21.7
22/12/2013;79.00;32.80;19.40;26.20;4.30;0.00;28
23/12/2013;78.00;29.20;22.70;25.90;3.40;0.00;19.2
24/12/2013;78.00;32.80;22.20;26.20;3.80;0.00;19.9
25/12/2013;75.00;33.90;21.20;27.10;5.90;0.00;28
26/12/2013;85.00;27.50;22.60;24.80;1.60;0.00;10.4
27/12/2013;84.00;29.70;23.10;25.50;3.50;0.00;20.9
28/12/2013;78.00;31.20;22.90;26.70;3.00;0.00;16.7
29/12/2013;79.00;30.60;22.60;26.00;2.90;0.30;24.5
30/12/2013;84.00;28.60;21.00;24.90;1.80;1.10;14.5
31/12/2013;87.00;27.90;22.00;24.60;2.60;0.00;14.6
1/1/2014;80.00;30.00;22.50;25.40;2.40;0.00;17.5
2/1/2014;81.00;29.80;21.60;25.50;4.50;0.00;15.7
3/1/2014;79.00;30.80;22.60;26.40;3.20;0.00;14.5
4/1/2014;75.00;32.20;22.40;27.00;3.90;5.10;18.2
5/1/2014;85.00;28.40;23.00;25.40;0.30;1.20;10.7
6/1/2014;82.00;30.20;23.00;26.10;2.60;29.10;17.6
7/1/2014;86.00;28.70;20.80;25.30;5.20;0.90;13.1
8/1/2014;81.00;32.00;23.00;26.70;1.10;0.70;25
9/1/2014;80.00;30.10;23.00;26.30;4.00;0.20;16.3
10/1/2014;88.00;29.60;22.60;25.30;1.60;0.00;10.3
11/1/2014;81.00;28.60;21.60;25.60;1.00;0.00;14.8
12/1/2014;85.00;28.40;23.40;25.50;1.60;0.00;10.4
13/1/2014;79.00;31.40;21.80;26.70;4.40;0.10;13.1
14/1/2014;82.00;31.90;22.20;26.20;2.10;5.10;23.7
15/1/2014;83.00;31.20;23.00;26.00;4.30;9.00;14.7
16/1/2014;84.00;29.20;22.60;25.80;3.80;4.10;14.9
17/1/2014;91.00;28.00;23.00;24.80;4.30;9.20;15
18/1/2014;91.00;27.60;22.90;24.40;2.00;32.00;13.2
19/1/2014;82.00;30.10;21.60;25.50;3.50;0.90;17.7
20/1/2014;84.00;29.60;22.20;26.10;1.90;7.90;14.5
